위도,경도,num_of_company(near 3km),num_of_large(near 1km),num_of_bus_stop(near 500m),num_of_hospital(near 1km),num_of_theather(near 1km),num_of_camp(near 3km),num_of_school(near 500m),nearest_subway_name,nearest_subway_distance,num_of_subway(near 500m),num_of_gvn_office(near 500m),parks_within_500m,parking_lots_within_500m,university_within_0m_500m,university_within_500m_1000m,university_within_1000m_1500m,university_within_1500m_2000m
35.824725,128.738113,133,2,10,8,1,0,0,임당,1058.6230864003437,0,5,3,8,0,0,0,0
35.833391,128.741645,177,1,10,4,1,0,0,임당,96.86801003020716,1,1,1,0,0,0,0,0
35.830101,128.719871,79,1,14,4,0,0,1,사월,853.970533029082,0,2,3,4,0,0,0,0
35.834509,128.71836,77,1,8,2,0,0,0,사월,368.9273005194989,1,2,1,2,0,0,0,0
35.829512,128.719935,81,1,10,4,0,0,1,사월,915.2691065276044,0,2,2,4,0,0,0,0
35.835784,128.729439,117,2,19,3,1,0,1,정평,202.635354497829,1,1,1,3,0,0,0,0
35.832963,128.740771,165,1,9,4,1,0,0,임당,115.13550947057274,1,0,1,0,0,0,0,0
35.814526,128.73154,154,1,11,2,0,0,3,정평,2184.640306256943,0,1,0,3,0,0,0,1
35.814526,128.73154,154,1,11,2,0,0,3,정평,2184.640306256943,0,1,0,3,0,0,0,1
35.829512,128.719935,81,1,10,4,0,0,1,사월,915.2691065276044,0,2,2,4,0,0,0,0
35.824352,128.729372,128,1,9,9,0,0,2,정평,1080.7008353804745,0,2,3,7,0,0,0,0
35.824781,128.725851,126,1,15,4,0,0,2,정평,1061.7174291645629,0,1,3,2,0,0,0,0
35.824352,128.729372,128,1,9,9,0,0,2,정평,1080.7008353804745,0,2,3,7,0,0,0,0
35.827105,128.728047,125,2,11,9,0,0,1,정평,775.1964398994446,0,1,4,5,0,0,0,0
35.821092,128.737413,135,1,13,10,0,1,0,임당,1465.6634556447566,0,4,0,8,0,0,0,0
35.831915,128.745577,213,1,8,3,1,0,0,임당,483.7140148461927,1,1,1,0,0,0,0,0
35.82858,128.737813,130,2,6,5,1,0,0,임당,661.6448617298095,0,2,3,3,0,0,0,0
35.824652,128.729023,128,1,12,9,0,0,2,정평,1045.9886309873154,0,2,4,7,0,0,0,0
35.827761,128.728454,125,2,10,9,1,0,1,정평,700.7124879026079,0,1,4,5,0,0,0,0
35.826378,128.728006,125,2,10,7,0,0,1,정평,855.9242965885837,0,1,5,6,0,0,0,0
35.827637,128.726522,124,2,14,8,0,0,1,정평,739.6944560218702,0,1,5,5,0,0,0,0
35.824488,128.728166,128,1,12,9,0,0,2,정평,1064.5468994030796,0,2,3,5,0,0,0,0
35.826791,128.727793,125,2,10,7,0,0,1,정평,811.8230251683411,0,1,4,5,0,0,0,0
35.8279,128.728971,125,2,8,9,1,0,1,정평,685.6740150116295,0,2,5,5,0,0,0,0
35.839384,128.725742,89,1,8,3,0,0,0,정평,645.1163555335179,0,0,1,2,0,0,0,0
35.82582,128.717781,82,0,13,2,0,0,1,사월,1253.1051639305051,0,1,1,7,0,0,0,0
35.813812,128.73192,157,1,12,2,0,1,3,정평,2267.53221109872,0,1,0,2,0,0,0,1
35.824914,128.727621,127,1,12,7,0,0,2,정평,1020.6290439253328,0,2,3,6,0,0,0,0
35.826779,128.728205,125,2,10,7,0,0,1,정평,810.4472799817752,0,1,4,5,0,0,0,0
35.82608,128.728573,127,2,10,8,0,0,2,정평,887.0312143817281,0,2,5,6,0,0,0,0
35.827637,128.726522,124,2,14,8,0,0,1,정평,739.6944560218702,0,1,5,5,0,0,0,0
35.836149,128.7329,119,1,14,3,1,0,1,정평,447.643307528019,1,1,1,0,0,0,0,0
35.826745,128.72707,125,1,10,8,0,0,1,정평,825.6679195120373,0,1,5,6,0,0,0,0
35.830015,128.731436,125,2,12,8,1,0,2,정평,515.9253190255557,0,2,5,5,0,0,0,0
35.824417,128.726984,127,1,13,7,0,0,3,정평,1082.0565975920224,0,2,3,4,0,0,0,0
35.826775,128.725061,123,1,14,5,0,0,1,정평,872.4312083622885,0,1,3,2,0,0,0,0
35.822952,128.727756,128,1,13,9,0,0,4,정평,1236.7192466366105,0,1,2,5,0,0,0,0
35.821785,128.731974,128,1,10,9,0,0,4,정평,1396.2286721027442,0,3,1,9,0,0,0,0
35.822308,128.748851,176,0,10,2,0,1,2,임당,1483.8439086199633,0,0,0,0,0,0,0,0
35.821676,128.737387,135,1,13,10,0,0,0,임당,1402.950829755628,0,4,0,8,0,0,0,0
35.825175,128.723912,123,1,14,3,0,0,2,정평,1076.2642815532645,0,1,2,3,0,0,0,0
35.814306,128.728413,149,1,11,2,0,0,3,정평,2193.5007026421167,0,1,0,3,0,0,0,1
35.825093,128.719484,84,0,19,2,0,0,1,정평,1295.8085540209418,0,1,0,3,0,0,0,0
35.834938,128.725592,116,2,20,3,0,0,0,정평,292.5237667264738,1,1,2,2,0,0,0,0
35.823355,128.72199,94,1,20,3,0,0,2,정평,1332.972638866123,0,1,1,2,0,0,0,0
35.829916,128.731114,125,2,11,8,1,0,2,정평,512.2480293995511,0,2,5,5,0,0,0,0
35.824868,128.718762,83,0,18,2,0,0,1,정평,1357.1404321497384,0,1,0,3,0,0,0,0
35.824851,128.724068,123,1,14,3,0,0,2,정평,1103.9745806543012,0,1,2,3,0,0,0,0
35.831915,128.745577,213,1,8,3,1,0,0,임당,483.7140148461927,1,1,1,0,0,0,0,0
35.821676,128.737387,135,1,13,10,0,0,0,임당,1402.950829755628,0,4,0,8,0,0,0,0
35.833828,128.724146,115,1,17,2,0,0,0,정평,407.9438367377239,1,2,2,4,0,0,0,0
35.825727,128.723649,122,1,14,3,0,0,1,정평,1030.5612892931465,0,1,2,6,0,0,0,0
35.833828,128.724146,115,1,17,2,0,0,0,정평,407.9438367377239,1,2,2,4,0,0,0,0
35.833379,128.729983,119,2,17,3,1,0,1,정평,142.9554377932087,1,1,4,1,0,0,0,0
35.832345,128.743284,186,1,8,4,1,0,0,임당,284.67898754992046,1,1,1,0,0,0,0,0
35.832463,128.744166,196,1,8,4,1,0,0,임당,342.74641298247224,1,1,1,0,0,0,0,0
35.812709,128.731687,159,0,11,2,0,1,1,정평,2386.414487053069,0,1,0,2,0,0,1,0
35.824358,128.724303,125,1,14,3,0,0,2,정평,1147.42183253995,0,2,1,3,0,0,0,0
35.827456,128.718653,82,1,13,2,0,0,1,사월,1091.2240918817415,0,1,1,7,0,0,0,0
35.831107,128.739463,145,1,10,5,1,0,0,임당,345.0943982629916,1,0,3,1,0,0,0,0
35.830101,128.719871,79,1,14,4,0,0,1,사월,853.970533029082,0,2,3,4,0,0,0,0
35.82516,128.721135,92,0,17,2,0,0,2,정평,1199.7845010830547,0,1,1,3,0,0,0,0
35.830101,128.719871,79,1,14,4,0,0,1,사월,853.970533029082,0,2,3,4,0,0,0,0
35.827701,128.718995,82,1,14,4,0,0,1,사월,1073.2922878102313,0,1,1,7,0,0,0,0
35.833204,128.737345,137,1,14,5,1,0,0,임당,330.74621430409707,1,0,0,0,0,0,0,0
35.828733,128.719778,82,1,15,4,0,0,1,사월,988.6881604099716,0,2,2,4,0,0,0,0
35.823076,128.727483,128,1,13,9,0,0,3,정평,1224.868828666845,0,1,2,5,0,0,0,0
35.827456,128.718653,82,1,13,2,0,0,1,사월,1091.2240918817415,0,1,1,7,0,0,0,0
35.83372,128.741925,183,1,10,4,1,0,0,임당,99.8549826372571,1,1,1,0,0,0,0,0
35.827981,128.71929,82,1,13,4,0,0,1,사월,1051.6324485323032,0,1,1,5,0,0,0,0
35.819996,128.738275,136,1,10,8,0,1,0,임당,1571.1705552985604,0,4,0,6,0,0,0,1
35.835246,128.729417,117,2,20,3,1,0,1,정평,147.29527166388058,1,1,1,3,0,0,0,0
35.824231,128.737869,133,2,9,10,1,0,0,임당,1117.1194711854298,0,5,3,8,0,0,0,0
35.834509,128.71836,77,1,8,2,0,0,0,사월,368.9273005194989,1,2,1,2,0,0,0,0
35.820034,128.737108,135,1,11,8,0,1,0,임당,1586.2331835328202,0,4,0,6,0,0,0,1
35.812652,128.731502,159,0,12,2,0,1,1,정평,2390.83794210574,0,1,0,2,0,0,0,1
35.831428,128.722942,94,1,18,4,0,0,0,정평,593.5302311597014,0,2,3,7,0,0,0,0
35.83469,128.720159,84,1,14,2,0,0,0,사월,482.0144942925576,1,2,0,3,0,0,0,0
35.834986,128.732965,119,1,13,4,1,0,1,정평,402.7015184721148,1,1,0,0,0,0,0,0
35.831439,128.743867,190,1,8,5,1,0,0,임당,392.0801727305048,1,1,1,0,0,0,0,0
35.826584,128.733762,130,2,6,9,1,0,1,정평,950.7759854494964,0,3,2,7,0,0,0,0
35.82048,128.737204,135,1,11,8,0,1,0,임당,1536.03941133264,0,4,0,6,0,0,0,1
35.835606,128.729439,117,2,20,3,1,0,1,정평,184.2755097836978,1,1,1,3,0,0,0,0
35.825727,128.723649,122,1,14,3,0,0,1,정평,1030.5612892931465,0,1,2,6,0,0,0,0
35.825225,128.726586,127,1,13,6,0,0,1,정평,999.440438259698,0,1,3,4,0,0,0,0
35.835246,128.729417,117,2,20,3,1,0,1,정평,147.29527166388058,1,1,1,3,0,0,0,0
35.830015,128.731436,125,2,12,8,1,0,2,정평,515.9253190255557,0,2,5,5,0,0,0,0
35.835839,128.73266,119,1,14,3,1,0,1,정평,411.76677728386113,1,1,1,0,0,0,0,0
35.833678,128.743574,197,1,8,3,1,0,0,임당,246.5465177492883,1,1,1,0,0,0,0,0
35.826958,128.727464,125,2,10,9,0,0,1,정평,796.8339161128963,0,1,4,5,0,0,0,0
35.817317,128.723907,101,1,10,3,0,0,1,정평,1908.0832589526208,0,0,1,4,0,0,0,0
35.828337,128.726289,122,3,14,5,0,0,1,정평,671.3963824473437,0,1,5,4,0,0,0,0
35.834938,128.725592,116,2,20,3,0,0,0,정평,292.5237667264738,1,1,2,2,0,0,0,0
35.831849,128.730519,122,2,15,7,1,0,1,정평,299.08021548234063,1,1,3,4,0,0,0,0
35.823662,128.726647,127,1,14,4,0,0,3,정평,1169.3976075196963,0,2,2,5,0,0,0,0
35.827637,128.726522,124,2,14,8,0,0,1,정평,739.6944560218702,0,1,5,5,0,0,0,0
35.833686,128.734195,123,1,14,5,1,0,1,정평,502.7712187925095,0,1,0,0,0,0,0,0
35.833686,128.734195,123,1,14,5,1,0,1,정평,502.7712187925095,0,1,0,0,0,0,0,0
35.834986,128.732965,119,1,13,4,1,0,1,정평,402.7015184721148,1,1,0,0,0,0,0,0
35.825087,128.737843,132,2,8,10,1,0,0,임당,1025.8728884863692,0,5,3,7,0,0,0,0
35.842046,128.728199,84,0,6,3,0,0,0,정평,885.4608346677772,0,0,0,1,0,0,0,0
35.837856,128.726227,115,1,13,3,0,0,0,정평,473.3244669999808,1,0,1,3,0,0,0,0
35.829153,128.729568,125,2,8,9,1,0,2,정평,552.2879158644032,0,3,5,5,0,0,0,0
35.822827,128.722593,101,1,20,3,0,0,2,정평,1362.7135980679593,0,1,1,2,0,0,0,0
35.835988,128.732201,118,1,14,3,1,0,1,정평,384.6758416703156,1,1,1,1,0,0,0,0
35.821718,128.736236,132,1,12,10,0,0,1,임당,1425.4470660466918,0,3,0,9,0,0,0,0
35.829852,128.74094,154,1,8,6,1,0,0,임당,459.984570116196,1,1,3,1,0,0,0,0
35.824058,128.720914,87,1,15,2,0,0,2,정평,1312.950204234411,0,1,1,3,0,0,0,0
35.833582,128.721474,85,1,18,2,0,0,0,사월,649.1032522775434,0,2,1,6,0,0,0,0
35.826765,128.726432,124,1,12,8,0,0,1,정평,835.4134233256732,0,1,5,5,0,0,0,0
35.825272,128.721083,92,0,18,2,0,0,1,정평,1192.2490122606323,0,1,1,3,0,0,0,0
35.824238,128.727412,127,1,12,7,0,0,3,정평,1097.109891009266,0,2,3,5,0,0,0,0
35.830696,128.735272,130,1,8,4,1,0,1,임당,624.7719931085526,0,2,0,3,0,0,0,0
35.824689,128.737343,132,2,10,10,1,0,0,임당,1080.9571872357842,0,4,3,8,0,0,0,0
35.833582,128.721474,85,1,18,2,0,0,0,사월,649.1032522775434,0,2,1,6,0,0,0,0
35.828733,128.719778,82,1,15,4,0,0,1,사월,988.6881604099716,0,2,2,4,0,0,0,0
35.830696,128.735272,130,1,8,4,1,0,1,임당,624.7719931085526,0,2,0,3,0,0,0,0
35.831849,128.730519,122,2,15,7,1,0,1,정평,299.08021548234063,1,1,3,4,0,0,0,0
35.817276,128.748256,128,0,14,1,0,1,1,임당,1971.607057159372,0,0,0,0,0,0,0,1
35.832278,128.739968,156,1,10,5,1,0,0,임당,207.5740991448866,1,0,1,0,0,0,0,0
35.837557,128.725701,115,1,13,3,0,0,0,정평,469.4347266835301,1,0,1,3,0,0,0,0
35.831074,128.730772,123,1,15,8,1,0,2,정평,384.1162028681829,1,1,3,5,0,0,0,0
35.830101,128.719871,79,1,14,4,0,0,1,사월,853.970533029082,0,2,3,4,0,0,0,0
35.831705,128.748932,253,0,4,1,0,0,0,영남대,596.7685057288652,0,2,1,0,0,0,0,0
35.822308,128.748851,176,0,10,2,0,1,2,임당,1483.8439086199633,0,0,0,0,0,0,0,0
35.819485,128.749041,144,0,16,1,0,1,1,임당,1771.2932316574688,0,0,0,0,0,0,0,1
35.826243,128.732927,129,2,8,9,1,0,2,정평,950.94817984397,0,3,2,7,0,0,0,0
35.830499,128.730778,124,2,14,8,1,0,2,정평,440.7953091424471,1,2,4,5,0,0,0,0
35.827981,128.71929,82,1,13,4,0,0,1,사월,1051.6324485323032,0,1,1,5,0,0,0,0
35.826655,128.735433,131,2,7,9,1,0,0,임당,951.500414736797,0,3,4,9,0,0,0,0
35.821282,128.748736,158,0,14,2,0,1,3,임당,1579.6163030882192,0,0,0,0,0,0,0,1
35.826765,128.726432,124,1,12,8,0,0,1,정평,835.4134233256732,0,1,5,5,0,0,0,0
35.819373,128.748534,142,0,16,2,0,1,1,임당,1764.1240436699486,0,0,0,0,0,0,0,1
35.830101,128.719871,79,1,14,4,0,0,1,사월,853.970533029082,0,2,3,4,0,0,0,0
35.820352,128.749477,152,0,14,1,0,1,3,임당,1701.948314936693,0,0,0,0,0,0,0,1
35.816143,128.723132,106,1,10,3,0,0,0,정평,2051.119463523084,0,0,1,2,0,0,0,0
35.826243,128.732927,129,2,8,9,1,0,2,정평,950.94817984397,0,3,2,7,0,0,0,0
35.821282,128.748736,158,0,14,2,0,1,3,임당,1579.6163030882192,0,0,0,0,0,0,0,1
35.836534,128.725336,115,1,17,3,0,0,0,정평,405.207386531431,1,0,1,3,0,0,0,0
35.824858,128.737875,132,2,9,10,1,0,0,임당,1049.6317219194054,0,5,3,7,0,0,0,0
35.82055,128.733064,128,1,14,9,0,0,4,정평,1552.6689610021656,0,3,0,7,0,0,0,0
35.832278,128.739968,156,1,10,5,1,0,0,임당,207.5740991448866,1,0,1,0,0,0,0,0
35.826577,128.727152,125,1,10,6,0,0,1,정평,842.8112935299359,0,1,5,6,0,0,0,0
35.82467,128.738492,134,2,10,8,1,0,0,임당,1057.0549831169592,0,5,3,7,0,0,0,0
35.836585,128.732671,118,1,14,3,1,0,1,정평,457.75483810207527,1,1,1,1,0,0,0,0
35.829341,128.736231,130,2,5,5,1,0,0,임당,665.4966536089371,0,2,3,5,0,0,0,0
35.831799,128.734233,127,1,10,4,1,0,1,정평,564.0129190600295,0,1,0,3,0,0,0,0
35.828567,128.725546,122,2,15,5,0,0,1,정평,672.3798963519071,0,1,4,3,0,0,0,0
35.820995,128.719057,87,0,16,2,0,0,1,정평,1690.4250743690038,0,1,0,1,0,0,0,0
35.826068,128.727403,127,1,10,7,0,0,1,정평,895.4622207074493,0,1,5,6,0,0,0,0
35.83025,128.730071,124,2,11,8,1,0,2,정평,443.29379082237176,1,2,5,5,0,0,0,0
35.822767,128.73506,131,1,9,10,0,0,1,임당,1352.269538498021,0,4,1,10,0,0,0,0
35.834938,128.725592,116,2,20,3,0,0,0,정평,292.5237667264738,1,1,2,2,0,0,0,0
35.827397,128.725515,123,2,14,6,0,0,1,정평,793.209126059299,0,1,4,4,0,0,0,0
35.834493,128.729513,117,2,17,3,1,0,1,정평,90.7002473014204,1,1,3,2,0,0,0,0
35.824125,128.735761,132,2,9,10,1,0,1,임당,1188.8179365995004,0,4,2,9,0,0,0,0
35.834509,128.71836,77,1,8,2,0,0,0,사월,368.9273005194989,1,2,1,2,0,0,0,0
35.820995,128.719057,87,0,16,2,0,0,1,정평,1690.4250743690038,0,1,0,1,0,0,0,0
35.832345,128.743284,186,1,8,4,1,0,0,임당,284.67898754992046,1,1,1,0,0,0,0,0
35.825047,128.721188,92,0,16,2,0,0,2,정평,1207.4607174392254,0,1,1,3,0,0,0,0
35.815741,128.731397,147,1,12,5,0,0,4,정평,2049.2535392482296,0,1,0,3,0,0,0,1
35.828733,128.719778,82,1,15,4,0,0,1,사월,988.6881604099716,0,2,2,4,0,0,0,0
35.827981,128.71929,82,1,13,4,0,0,1,사월,1051.6324485323032,0,1,1,5,0,0,0,0
35.829512,128.719935,81,1,10,4,0,0,1,사월,915.2691065276044,0,2,2,4,0,0,0,0
35.830225,128.723272,119,1,20,4,0,0,0,정평,647.0007528206107,0,3,4,6,0,0,0,0
35.82582,128.717781,82,0,13,2,0,0,1,사월,1253.1051639305051,0,1,1,7,0,0,0,0
35.828733,128.719778,82,1,15,4,0,0,1,사월,988.6881604099716,0,2,2,4,0,0,0,0
35.820314,128.738488,136,1,10,8,0,1,0,임당,1533.4681580410906,0,4,0,6,0,0,0,1
35.813745,128.731608,157,1,12,2,0,1,3,정평,2271.414059440574,0,1,0,2,0,0,0,1
35.833828,128.724146,115,1,17,2,0,0,0,정평,407.9438367377239,1,2,2,4,0,0,0,0
35.812652,128.731502,159,0,12,2,0,1,1,정평,2390.83794210574,0,1,0,2,0,0,0,1
35.830101,128.719871,79,1,14,4,0,0,1,사월,853.970533029082,0,2,3,4,0,0,0,0
35.822996,128.723004,124,1,18,3,0,0,2,정평,1330.8870137555043,0,1,1,2,0,0,0,0
35.825443,128.729326,128,2,10,9,0,0,2,정평,959.6228636870892,0,2,3,7,0,0,0,0
35.814991,128.728148,146,1,11,2,0,0,4,정평,2117.878392433492,0,1,0,4,0,0,0,1
35.840026,128.730676,113,1,8,3,1,0,0,정평,685.2652030957066,0,0,0,1,0,0,0,0
35.828863,128.72785,124,3,12,7,1,0,1,정평,582.7240788789829,0,2,5,5,0,0,0,0
35.822681,128.720322,87,0,20,2,0,0,2,정평,1471.204777773521,0,1,1,1,0,0,0,0
35.831808,128.729794,120,2,14,7,1,0,1,정평,271.8338161891918,1,1,4,4,0,0,0,0
35.833702,128.743906,203,1,8,3,1,0,0,임당,275.93694300588294,1,1,1,0,0,0,0,0
35.826984,128.725718,123,1,13,6,0,0,1,정평,830.1347718478022,0,1,6,4,0,0,0,0
35.833702,128.743906,203,1,8,3,1,0,0,임당,275.93694300588294,1,1,1,0,0,0,0,0
35.833828,128.724146,115,1,17,2,0,0,0,정평,407.9438367377239,1,2,2,4,0,0,0,0
35.817629,128.749605,125,0,14,1,0,1,1,임당,1980.1317167052885,0,0,0,0,0,0,0,1
35.822148,128.737303,134,1,12,10,0,0,0,임당,1353.7570523954537,0,5,0,8,0,0,0,0
35.833828,128.724146,115,1,17,2,0,0,0,정평,407.9438367377239,1,2,2,4,0,0,0,0
35.819347,128.724618,126,1,18,3,0,0,1,정평,1674.2093484533857,0,1,1,3,0,0,0,0
35.818091,128.729608,131,1,11,5,0,0,5,정평,1775.5359694759916,0,3,0,7,0,0,0,0
35.830101,128.719871,79,1,14,4,0,0,1,사월,853.970533029082,0,2,3,4,0,0,0,0
35.819134,128.749929,136,0,17,1,0,1,1,임당,1841.003987409247,0,0,0,0,0,0,0,1
35.830101,128.719871,79,1,14,4,0,0,1,사월,853.970533029082,0,2,3,4,0,0,0,0
35.833828,128.724146,115,1,17,2,0,0,0,정평,407.9438367377239,1,2,2,4,0,0,0,0
35.833828,128.724146,115,1,17,2,0,0,0,정평,407.9438367377239,1,2,2,4,0,0,0,0
35.833828,128.724146,115,1,17,2,0,0,0,정평,407.9438367377239,1,2,2,4,0,0,0,0
35.830101,128.719871,79,1,14,4,0,0,1,사월,853.970533029082,0,2,3,4,0,0,0,0
35.823694,128.734866,130,1,8,9,0,0,1,임당,1265.544203108009,0,4,2,11,0,0,0,0
35.837357,128.72807,115,2,17,3,1,0,0,정평,368.0080587693986,1,1,1,3,0,0,0,0
35.823694,128.734866,130,1,8,9,0,0,1,임당,1265.544203108009,0,4,2,11,0,0,0,0
35.820314,128.738488,136,1,10,8,0,1,0,임당,1533.4681580410906,0,4,0,6,0,0,0,1
35.822692,128.733796,130,1,8,9,0,0,1,정평,1345.7734918282083,0,3,2,9,0,0,0,0
35.834938,128.725592,116,2,20,3,0,0,0,정평,292.5237667264738,1,1,2,2,0,0,0,0
35.833828,128.724146,115,1,17,2,0,0,0,정평,407.9438367377239,1,2,2,4,0,0,0,0
35.82133,128.73815,135,1,12,8,0,1,0,임당,1426.894008593707,0,4,0,8,0,0,0,0
35.825769,128.728014,127,1,10,7,0,0,2,정평,923.3057296678214,0,1,4,6,0,0,0,0
35.827068,128.726189,124,1,12,6,0,0,1,정평,808.579674011122,0,1,6,4,0,0,0,0
35.835335,128.72402,92,1,20,3,0,0,0,정평,441.1755754101614,1,1,2,4,0,0,0,0
35.820233,128.724576,126,1,17,3,0,0,1,정평,1579.284747286696,0,1,1,3,0,0,0,0
35.827158,128.726846,124,1,11,8,0,0,1,정평,784.5305829243066,0,1,4,5,0,0,0,0
35.826378,128.728006,125,2,10,7,0,0,1,정평,855.9242965885837,0,1,5,6,0,0,0,0
35.828337,128.726289,122,3,14,5,0,0,1,정평,671.3963824473437,0,1,5,4,0,0,0,0
35.82479,128.71851,83,0,18,2,0,0,1,사월,1377.0608855148266,0,1,0,3,0,0,0,0
35.825517,128.722581,99,1,18,2,0,0,2,정평,1096.4954462585397,0,2,2,4,0,0,0,0
35.824642,128.720641,86,0,18,2,0,0,2,정평,1272.440153237673,0,1,1,3,0,0,0,0
35.830101,128.719871,79,1,14,4,0,0,1,사월,853.970533029082,0,2,3,4,0,0,0,0
35.832715,128.719875,77,1,15,2,0,0,0,사월,609.2279568430334,0,2,2,4,0,0,0,0
35.81884,128.738546,140,1,9,8,0,1,1,임당,1694.8906236428256,0,3,0,4,0,0,0,1
35.827981,128.71929,82,1,13,4,0,0,1,사월,1051.6324485323032,0,1,1,5,0,0,0,0
35.818183,128.738182,139,1,9,8,0,1,1,임당,1771.463834931467,0,4,0,4,0,0,0,1
35.831596,128.742231,174,1,8,5,1,0,0,임당,293.31122319529896,1,1,3,0,0,0,0,0
35.836585,128.732671,118,1,14,3,1,0,1,정평,457.75483810207527,1,1,1,1,0,0,0,0
35.827637,128.726522,124,2,14,8,0,0,1,정평,739.6944560218702,0,1,5,5,0,0,0,0
35.83282,128.741658,174,1,10,4,1,0,0,임당,148.61607824151042,1,1,1,0,0,0,0,0
35.832715,128.719875,77,1,15,2,0,0,0,사월,609.2279568430334,0,2,2,4,0,0,0,0
35.833828,128.724146,115,1,17,2,0,0,0,정평,407.9438367377239,1,2,2,4,0,0,0,0
35.823991,128.737928,133,1,11,10,0,0,0,임당,1141.714357231598,0,6,3,8,0,0,0,0
35.826958,128.727464,125,2,10,9,0,0,1,정평,796.8339161128963,0,1,4,5,0,0,0,0
35.832715,128.719875,77,1,15,2,0,0,0,사월,609.2279568430334,0,2,2,4,0,0,0,0
35.833828,128.724146,115,1,17,2,0,0,0,정평,407.9438367377239,1,2,2,4,0,0,0,0
35.830101,128.719871,79,1,14,4,0,0,1,사월,853.970533029082,0,2,3,4,0,0,0,0
35.82154,128.735008,131,1,11,10,0,0,1,임당,1480.3433363221343,0,2,0,9,0,0,0,0
35.830426,128.735369,130,1,7,5,1,0,1,임당,635.9171583215009,0,2,0,3,0,0,0,0
35.833828,128.724146,115,1,17,2,0,0,0,정평,407.9438367377239,1,2,2,4,0,0,0,0
35.833828,128.724146,115,1,17,2,0,0,0,정평,407.9438367377239,1,2,2,4,0,0,0,0
35.825343,128.737533,132,2,8,10,1,0,0,임당,1006.5696830679714,0,4,3,7,0,0,0,0
35.825715,128.737997,133,2,9,8,1,0,0,임당,955.020436403636,0,5,3,6,0,0,0,0
35.825087,128.737843,132,2,8,10,1,0,0,임당,1025.8728884863692,0,5,3,7,0,0,0,0
35.825749,128.721597,98,0,18,2,0,0,1,정평,1122.2812167311015,0,2,1,5,0,0,0,0
35.833391,128.741645,177,1,10,4,1,0,0,임당,96.86801003020716,1,1,1,0,0,0,0,0
35.829852,128.74094,154,1,8,6,1,0,0,임당,459.984570116196,1,1,3,1,0,0,0,0
35.824352,128.729372,128,1,9,9,0,0,2,정평,1080.7008353804745,0,2,3,7,0,0,0,0
35.827541,128.734962,130,2,5,9,1,0,0,임당,893.5838544022888,0,3,2,7,0,0,0,0
35.825175,128.723912,123,1,14,3,0,0,2,정평,1076.2642815532645,0,1,2,3,0,0,0,0
35.825259,128.728151,127,1,11,8,0,0,2,정평,979.1404081773944,0,1,3,8,0,0,0,0
35.823707,128.74037,137,1,12,8,0,0,0,임당,1142.6752005092974,0,5,2,6,0,0,0,0
35.82048,128.737204,135,1,11,8,0,1,0,임당,1536.03941133264,0,4,0,6,0,0,0,1
35.82055,128.733064,128,1,14,9,0,0,4,정평,1552.6689610021656,0,3,0,7,0,0,0,0
35.833175,128.740272,160,1,9,4,1,0,0,임당,106.20339795303497,1,0,1,0,0,0,0,0
35.832066,128.740736,162,1,9,5,1,0,0,임당,214.6495009240964,1,0,1,0,0,0,0,0
35.823365,128.7409,137,1,12,8,0,1,0,임당,1179.718061983157,0,4,2,5,0,0,0,0
35.833414,128.728722,119,2,18,2,1,0,1,정평,73.53424521928822,1,1,4,3,0,0,0,0
35.813259,128.730891,159,1,12,2,0,0,1,정평,2318.4196980238385,0,1,0,2,0,0,0,1
35.813958,128.736305,162,1,10,5,0,1,4,임당,2261.476448068399,0,3,0,0,0,0,1,0
35.8132,128.732409,158,1,10,2,0,1,1,정평,2340.8762954763365,0,1,0,2,0,0,1,0
35.82516,128.721135,92,0,17,2,0,0,2,정평,1199.7845010830547,0,1,1,3,0,0,0,0
35.826632,128.735276,131,2,7,9,1,0,0,임당,961.0756288003822,0,3,4,9,0,0,0,0
35.82506,128.733988,130,2,6,9,1,0,1,정평,1110.3681767942876,0,3,2,11,0,0,0,0
35.835683,128.724717,115,1,19,3,0,0,0,정평,397.7397192744746,1,0,2,5,0,0,0,0
35.823992,128.738602,135,1,11,8,0,0,0,임당,1128.9621406191327,0,5,3,8,0,0,0,0
35.822995,128.726991,127,1,14,6,0,0,2,정평,1238.4178088494273,0,1,1,5,0,0,0,0
35.827008,128.71754,82,1,11,2,0,0,1,사월,1119.5071018136766,0,2,2,9,0,0,0,0
35.834938,128.725592,116,2,20,3,0,0,0,정평,292.5237667264738,1,1,2,2,0,0,0,0
35.8132,128.732409,158,1,10,2,0,1,1,정평,2340.8762954763365,0,1,0,2,0,0,1,0
35.834555,128.727279,117,2,19,3,1,0,1,정평,134.94631772762995,1,1,4,2,0,0,0,0
35.828733,128.719778,82,1,15,4,0,0,1,사월,988.6881604099716,0,2,2,4,0,0,0,0
35.826745,128.72707,125,1,10,8,0,0,1,정평,825.6679195120373,0,1,5,6,0,0,0,0
35.833828,128.724146,115,1,17,2,0,0,0,정평,407.9438367377239,1,2,2,4,0,0,0,0
35.820584,128.728741,128,1,10,7,0,0,5,정평,1496.838114750156,0,2,1,7,0,0,0,0
35.827981,128.71929,82,1,13,4,0,0,1,사월,1051.6324485323032,0,1,1,5,0,0,0,0
35.832751,128.728913,120,2,16,5,1,0,1,정평,148.71451235757775,1,1,4,4,0,0,0,0
