매출등급,대분류업종,대분류업종코드,도로명주소,위도,경도,num_of_company(near 3km),num_of_large(near 1km),num_of_bus_stop(near 500m),num_of_hospital(near 1km),num_of_theather(near 1km),num_of_camp(near 3km),num_of_school(near 500m),nearest_subway_name,nearest_subway_distance,num_of_subway(near 500m),num_of_gvn_office(near 500m),parks_within_500m,parking_lots_within_500m,university_within_0m_500m,university_within_500m_1000m,university_within_1000m_1500m,university_within_1500m_2000m
1,기타,0,경산시 다문로 98,35.87582039999999,128.8215743,602,0,8,1,0,0,1,영남대,7588.913648000592,0,0,0,0,0,0,0,0
1,음식점,1,경산시 경산로42길 14-3,35.8270057,128.7276799,125,2,11,9,0,1,1,정평,925.2498652375843,0,1,4,5,0,0,0,0
1,미용,2,경산시 펜타힐즈2로 17,35.8267867,128.7168252,81,1,11,2,0,0,1,정평,1871.041381265905,0,1,2,9,0,0,0,0
1,운송업,3,경산시 국채보상로34길 12,35.8671819,128.5479376,0,0,15,0,0,0,0,사월,10961.157077578458,0,0,0,0,0,0,0,0
1,서비스,4,경산시 환성로 319-6,35.9327607,128.7732679,22,0,0,0,0,0,0,영남대,10853.64093382232,0,0,0,0,0,0,0,0
1,제조업,5,경산시 대학로298길 18,35.9118393,128.8251,217,1,6,0,5,0,1,영남대,10611.368593317804,0,2,0,0,0,0,0,0
1,운송업,3,경산시 장산로25길 21,35.8204303,128.7386744,136,1,10,8,0,1,0,정평,422.4239500381566,1,4,0,6,0,0,0,1
1,음식점,1,경산시 원효로32길 17,35.8193871,128.7535502,162,0,16,1,0,1,1,정평,1560.7990182014555,0,0,0,0,0,0,0,1
1,소매업,6,경산시 대학로 1543,35.9155381,128.8195564,204,1,15,0,5,0,3,영남대,10647.592476078227,0,1,0,0,0,0,0,1
1,미용,2,경산시 삼성현로15길 32,35.8251735,128.7197332,84,0,19,2,0,0,1,정평,1588.461202030711,0,1,0,3,0,0,0,0
1,미용,2,경산시 문화로 18,35.9107575,128.812844,128,1,10,0,5,0,0,영남대,9869.624297297478,0,1,0,0,0,0,1,0
1,음식점,1,경산시 백자로 58,35.8110693,128.7544384,113,0,16,0,0,1,2,정평,2118.3985883319992,0,1,2,0,0,0,1,0
1,기타,0,경산시 경산로16길 2-8,35.8155042,128.7315089,148,1,12,3,0,1,4,정평,1082.0668022994028,0,1,0,3,0,0,0,1
1,음식점,1,경산시 경안로31길 6,35.821067,128.7372437,135,1,13,10,0,1,0,정평,331.9378107483851,1,4,0,8,0,0,0,0
1,도매업,7,경산시 하양로 494,35.9270831,128.8574421,163,0,5,0,0,0,0,영남대,13797.28922241275,0,0,0,0,0,0,0,0
1,운송업,3,경산시 봉황길 72,35.8833698,128.8258914,520,0,4,0,0,0,1,영남대,8403.10156394219,0,1,0,0,0,0,0,0
1,제조업,5,경산시 낙산길 13,35.875577,128.8129339,593,0,8,1,0,0,3,영남대,6949.176580153838,0,1,1,0,0,0,0,0
1,미용,2,경산시 원효로32길 29,35.8182038,128.7528135,142,0,20,1,0,1,1,정평,1548.509112546282,0,0,0,0,0,0,0,1
1,운송업,3,경산시 성암로13길 29-1,35.8255827,128.7222812,99,1,17,2,0,0,1,정평,1363.9130446795612,0,2,1,5,0,0,0,0
1,운송업,3,경산시 삼성현로31길 12,35.8183528,128.7223433,87,1,12,3,0,0,1,정평,1489.118077456376,0,0,1,1,0,0,0,0
1,운송업,3,경산시 성암로 26,35.8216335,128.7211354,88,1,18,2,0,0,1,정평,1481.6015151328584,0,1,1,1,0,0,0,0
1,교육,8,경산시 대학로305길 17,35.9131224,128.8195133,202,1,18,0,5,0,2,영남대,10425.306438150354,0,1,0,0,0,0,0,1
1,소매업,6,경산시 대학로 1529,35.9144156,128.8206113,213,1,13,0,5,0,1,영남대,10599.686795383052,0,3,0,0,0,0,0,1
1,음식점,1,경산시 백양로33길 16,35.812521,128.7598671,129,0,17,2,0,1,2,정평,2411.06587113161,0,2,2,0,0,0,0,1
1,교육,8,경산시 대학로296길 9-10,35.9107304,128.8252251,214,1,6,0,5,0,1,영남대,10521.547295278173,0,2,0,0,0,0,0,0
1,음식점,1,경산시 공단2로7길 8,35.8722489,128.8227012,652,0,6,1,0,0,1,영남대,7453.273532017509,0,2,1,0,0,0,0,0
1,운송업,3,경산시 펜타힐즈2로 60,35.8290539,128.7215163,97,1,13,4,0,0,1,정평,1526.6434165527846,0,3,2,5,0,0,0,0
1,음식점,1,경산시 장산로29길 8-8,35.8190916,128.7410203,144,1,8,8,0,1,1,정평,647.5254321129364,0,2,0,2,0,0,0,1
1,도매업,7,경산시 교촌길9길 4,35.8228835,128.82744,276,0,9,0,0,0,1,영남대,6893.460584058529,0,2,0,0,0,0,1,0
1,제조업,5,경산시 압독2로8길 26-4,35.8391936,128.7645569,356,0,14,0,0,1,1,영남대,1094.1228378938492,0,3,0,0,0,0,0,0
1,운송업,3,경산시 계전길13길 36-27,35.9584103,128.8412142,130,0,0,0,0,0,0,영남대,15713.410523147768,0,0,0,0,0,0,0,0
1,제조업,5,경산시 당곡1길 41,35.8547445,128.8102007,684,0,2,0,0,0,1,영남대,5559.19867407097,0,0,0,0,0,0,0,0
1,도매업,7,경산시 경안로31길 10,35.821007,128.7367069,135,2,11,10,0,1,0,정평,342.24176297231213,1,4,0,8,0,0,0,0
1,기타,0,경산시 성암로21길 73,35.8302063,128.7248267,120,2,22,4,0,0,0,정평,1314.2222853281116,0,2,4,5,0,0,0,0
1,소매업,6,경산시 김유신로 11,35.838313,128.7683732,345,0,10,0,0,1,1,영남대,1409.3455092452537,0,3,0,0,0,0,0,0
1,운송업,3,경산시 성암로1길 22-9,35.8237744,128.7174411,83,0,14,2,0,0,1,정평,1791.0511481571284,0,1,0,3,0,0,0,0
1,제조업,5,경산시 계전길9길 105-8,35.9620909,128.8324742,168,0,3,0,0,0,0,영남대,15690.351963302566,0,0,0,0,0,0,0,0
1,소매업,6,경산시 백양로33길 11-5,35.8128383,128.7589809,129,0,19,2,0,1,2,정평,2324.5394196908023,0,2,3,0,0,0,0,1
1,기타,0,경산시 금송로 68,35.918501,128.8196188,202,2,10,0,5,0,2,영남대,10923.511481689073,0,0,0,0,0,0,0,0
1,운송업,3,경산시 삼성현로91길 45,35.8108303,128.7524545,118,0,14,1,0,1,1,정평,2010.023755403787,0,1,2,0,0,0,1,0
1,소매업,6,경산시 중앙초등길 67,35.8273077,128.7336348,129,2,6,9,6,1,1,정평,487.01563044870994,1,3,2,7,0,0,0,0
1,제조업,5,경산시 공단4로40길 39,35.8750856,128.8328786,602,0,6,0,0,0,0,영남대,8401.408738569002,0,0,0,0,0,0,0,0
1,소매업,6,경산시 관방로 997,35.758415,128.7656521,37,0,4,0,0,0,0,정평,7722.5490030102,0,0,0,0,0,0,0,0
1,운송업,3,경산시 장산로29길 10,35.8194173,128.7406816,144,1,9,8,0,1,1,정평,600.740874580012,0,2,0,3,0,0,0,1
1,미용,2,경산시 경청로221길 9,35.80429549999999,128.7380581,140,0,23,1,0,1,1,정평,2194.016207641324,0,0,1,0,0,1,0,0
1,도매업,7,경산시 하양로 250,35.9189502,128.8328571,214,0,4,0,0,0,0,영남대,11664.250393930322,0,0,0,0,0,0,0,0
1,기타,0,경산시 성동로 13,35.83569,128.7251815,115,3,20,3,0,0,0,임당,1451.682684427214,0,1,2,3,0,0,0,0
1,교육,8,경산시 남하제방길 270-7,35.8708381,128.7653783,98,0,0,0,0,0,0,영남대,3987.8592978729657,0,0,0,0,0,0,0,0
1,기타,0,경산시 금송로 400,35.9448693,128.8358399,237,0,4,0,0,0,0,영남대,14176.8782713486,0,1,0,0,0,0,0,0
1,소매업,6,경산시 경안로 174,35.8230289,128.7376931,133,2,11,10,0,1,0,정평,120.81236428383366,1,5,1,7,0,0,0,0
1,기타,0,경산시 대학로 938,35.8746173,128.7997533,504,0,7,0,0,0,0,영남대,5991.176820854696,0,0,0,0,0,0,0,0
1,운송업,3,경산시 시천1길 2-2,35.9332456,128.8480109,226,0,4,0,0,0,0,영남대,13756.867825888272,0,0,0,0,0,0,0,0
1,소매업,6,경산시 중앙로 39,35.8217788,128.7314661,128,2,10,9,0,1,2,정평,581.3478562488127,0,3,0,8,0,0,0,0
1,소매업,6,경산시 하양로27길 10-2,35.9155582,128.8207371,214,1,15,0,5,0,1,영남대,10710.004416320811,0,3,0,0,0,0,0,1
1,소매업,6,경산시 중앙로 39,35.8217788,128.7314661,128,2,10,9,0,1,2,정평,581.3478562488127,0,3,0,8,0,0,0,0
1,음식점,1,경산시 경안로39길 41,35.8227705,128.7330776,129,2,8,9,0,1,1,정평,403.9338470778877,1,3,2,8,0,0,0,0
1,서비스,4,경산시 대학로9길 7-5,35.8349785,128.726807,116,3,19,3,6,0,1,임당,1297.470148955928,0,1,2,3,0,0,0,0
1,기타,0,경산시 자인로7길 8-4,35.8243377,128.8230485,298,0,9,0,0,0,3,영남대,6471.457704090902,0,3,0,0,0,0,1,0
1,소매업,6,경산시 경안로 288,35.8328119,128.7356657,134,2,11,4,6,1,1,임당,511.772062526905,0,0,0,0,0,0,0,0
1,기타,0,경산시 봉황길 8-4,35.8837868,128.818972,482,0,10,1,0,0,1,영남대,7953.221786873944,0,1,0,0,0,0,0,0
1,교육,8,경산시 대학로295길 26,35.9098568,128.8208009,192,1,11,0,5,0,2,영남대,10200.86781126145,0,1,0,0,0,0,0,1
1,음식점,1,경산시 청운로 23-1,35.8377321,128.7532026,320,0,4,1,0,1,0,영남대,155.1050123132731,1,3,0,0,0,0,0,0
1,기타,0,경산시 대학로 936,35.8744874,128.7994907,502,0,7,0,0,0,0,영남대,5964.233910551925,0,0,0,0,0,0,0,0
1,운송업,3,경산시 원효로22길 22,35.8212715,128.7487345,158,0,14,2,0,1,3,정평,1082.1569353561028,0,0,0,0,0,0,0,1
1,소매업,6,경산시 하양로25길 27-4,35.9155012,128.8181344,193,2,16,0,5,0,3,영남대,10572.194568802388,0,1,0,0,0,0,0,1
1,기타,0,경산시 대학로16길 53,35.8292188,128.7307988,125,2,8,9,6,1,2,정평,817.6348230596404,0,3,5,5,0,0,0,0
1,기타,0,경산시 임당로15길 5,35.8425957,128.742529,190,1,8,0,0,0,1,임당,956.6590062606728,0,0,0,0,0,0,0,0
1,제조업,5,경산시 하양로27길 10-6,35.9157706,128.820841,214,1,15,0,5,0,1,영남대,10734.70313784389,0,3,0,0,0,0,0,0
1,기타,0,경산시 강변서로 183,35.8239482,128.7293038,128,2,9,9,0,1,2,정평,718.9196855844646,0,2,3,5,0,0,0,0
1,기타,0,경산시 대구대로60길 6-1,35.8936841,128.8525586,335,0,4,0,0,0,0,영남대,11017.604716678325,0,0,0,0,0,1,0,0
1,음식점,1,경산시 경산로16길 15,35.8166258,128.7326085,143,1,12,6,0,1,4,정평,925.5945385790752,0,2,0,3,0,0,0,1
1,소매업,6,경산시 성암로13길 4-2,35.8236767,128.7236229,124,1,16,3,0,1,2,정평,1232.8923890856408,0,2,1,2,0,0,0,0
1,운송업,3,경산시 조산로 26,35.8463103,128.7608236,323,0,10,0,0,0,1,영남대,1313.89188178062,0,2,0,0,0,0,0,0
1,운송업,3,경산시 문천길 233,35.8843157,128.8391952,554,0,1,0,0,0,0,영남대,9433.576625959313,0,0,0,0,0,0,0,0
1,기타,0,경산시 대학로61길 5-1,35.83835090000001,128.7549963,325,0,9,1,0,1,0,영남대,288.38995962291017,1,1,0,0,0,0,0,0
1,기타,0,경산시 갓바위로 58-7,35.9634578,128.7919793,102,0,8,0,0,1,0,영남대,14536.94178836736,0,0,0,0,0,0,0,0
1,소매업,6,경산시 대학로32길 24,35.8313283,128.7384858,141,1,10,5,6,1,0,임당,384.6309995401202,1,0,2,1,0,0,0,0
1,제조업,5,경산시 가일길28길 12,35.8413981,128.7848115,511,0,9,0,0,0,0,영남대,2931.54866881405,0,0,0,0,0,0,0,0
1,소매업,6,경산시 대학로298길 10,35.9114277,128.8245029,216,1,6,0,5,0,2,영남대,10542.234430385392,0,2,0,0,0,0,0,0
1,기타,0,경산시 대학로 342,35.8396411,128.7584147,328,0,14,0,0,1,1,영남대,613.353538718876,0,2,0,0,0,0,0,0
1,제조업,5,경산시 경안로30길 16,35.8201207,128.7398551,140,1,9,8,0,1,0,정평,495.95128637957566,1,2,0,4,0,0,0,1
1,음식점,1,경산시 자인로 188-6,35.8165323,128.8241673,294,0,7,0,0,0,2,영남대,6799.461875861936,0,0,0,0,0,0,0,0
1,소매업,6,경산시 봉황길 8-5,35.88397490000001,128.819468,480,0,10,1,0,0,1,영남대,8000.626392004927,0,1,0,0,0,0,0,0
1,유흥주점,9,경산시 백양로33길 17,35.8128742,128.7596006,131,0,16,2,0,1,2,정평,2369.933788367641,0,2,2,0,0,0,0,1
1,소매업,6,경산시 중앙로 39,35.8217788,128.7314661,128,2,10,9,0,1,2,정평,581.3478562488127,0,3,0,8,0,0,0,0
1,소매업,6,경산시 동서3길 15,35.9182896,128.8207538,209,1,11,0,5,0,2,영남대,10960.862740956403,0,0,0,0,0,0,0,0
1,기타,0,경산시 남매공원로1길 1,35.8328182,128.7416018,173,1,10,4,6,1,0,임당,143.409828482036,1,1,1,0,0,0,0,0
1,교육,8,경산시 봉황길 24,35.8843216,128.8206503,483,0,10,0,0,0,1,영남대,8106.310800815788,0,1,0,0,0,0,0,0
1,음식점,1,경산시 강변동로 278,35.834597,128.733357,123,2,12,6,6,1,1,임당,704.1919231237583,0,1,0,0,0,0,0,0
1,소매업,6,경산시 경안로36길 8,35.8228756,128.7382721,135,2,12,8,0,1,0,정평,160.05830202478856,1,6,0,7,0,0,0,0
1,소매업,6,경산시 경산로7길 4-5,35.8132573,128.7319778,158,1,12,2,0,1,3,정평,1289.9817807671543,0,1,0,2,0,0,0,1
1,음식점,1,경산시 경청로219길 4-6,35.8036451,128.7382241,119,0,19,1,0,1,2,정평,2266.671679913148,0,0,1,0,0,1,0,0
1,운송업,3,경산시 원효로156길 200-10,35.7985793,128.8134983,226,0,4,0,0,0,0,영남대,6891.327130120222,0,0,0,0,0,0,0,0
1,기타,0,경산시 대학로295길 12-13,35.9106783,128.8215705,198,1,11,0,5,0,2,영남대,10315.470981125964,0,1,0,0,0,0,0,1
1,기타,0,경산시 경산로 263,35.8314325,128.7229506,94,2,18,4,0,0,0,정평,1529.9940011895276,0,2,3,7,0,0,0,0
1,음식점,1,경산시 박물관로1길 4-7,35.816529,128.7611055,190,0,17,2,0,1,2,정평,2311.2786640520367,0,2,2,0,0,0,0,0
1,소매업,6,경산시 자인로 208,35.8169161,128.8223583,290,0,8,0,0,0,2,영남대,6631.008403566615,0,2,0,0,0,0,0,1
1,기타,0,경산시 금호강변로 826,35.9055337,128.820763,172,0,4,0,5,0,0,영남대,9819.526431360484,0,0,0,0,0,0,0,1
1,운송업,3,경산시 펜타힐즈2로 60,35.8290539,128.7215163,97,1,13,4,0,0,1,정평,1526.6434165527846,0,3,2,5,0,0,0,0
1,소매업,6,경산시 갓바위로 14,35.9599584,128.7922333,106,0,10,0,0,1,0,영남대,14166.278707065998,0,0,0,0,0,0,0,0
1,유흥주점,9,경산시 청운2로 37,35.8407882,128.7528199,306,0,7,1,0,1,0,영남대,492.8341271746557,1,1,1,0,0,0,0,0
1,서비스,4,경산시 공단1로 34,35.8736327,128.8227409,629,0,4,1,0,0,1,영남대,7539.403883844826,0,2,1,0,0,0,0,0
1,음식점,1,경산시 대구대로 214,35.8970375,128.8461571,339,0,6,0,0,0,0,영남대,10779.15108938586,0,0,0,0,0,1,0,0
1,제조업,5,경산시 자인공단2로 37,35.8265529,128.8191047,340,0,6,0,0,0,0,영남대,6074.35209990053,0,0,0,0,0,1,0,0
1,소매업,6,경산시 옥산로 227,35.8346978,128.7201684,84,1,14,2,0,0,0,임당,1894.550456364888,0,2,0,3,0,0,0,0
1,기타,0,경산시 대학로16길 23,35.8317502,128.7307558,123,2,16,7,6,1,1,임당,970.7580918879146,0,1,2,4,0,0,0,0
1,기타,0,경산시 중앙초등길 20,35.8234316,128.7324424,129,2,9,9,0,1,1,정평,440.7269666747301,1,3,2,9,0,0,0,0
1,기타,0,경산시 성암로 47,35.8233125,128.722839,101,1,19,3,0,0,2,정평,1305.630231270255,0,1,1,2,0,0,0,0
1,제조업,5,경산시 낙산길 13,35.875577,128.8129339,593,0,8,1,0,0,3,영남대,6949.176580153838,0,1,1,0,0,0,0,0
1,음식점,1,경산시 압량길 41,35.8464124,128.7682322,369,0,4,0,0,0,0,영남대,1774.8928035158815,0,0,0,0,0,0,0,0
1,소매업,6,경산시 원효로 770,35.8148057,128.8182244,335,0,6,0,0,0,0,영남대,6363.219785066406,0,0,0,0,0,0,0,0
1,기타,0,경산시 강변동로 262,35.833085,128.7337629,124,2,12,5,6,1,1,임당,673.475442705104,0,1,0,0,0,0,0,0
1,제조업,5,경산시 강변서로 233,35.8285329,128.7305348,125,2,7,9,6,1,2,정평,784.5964172777003,0,2,5,5,0,0,0,0
1,기타,0,경산시 원효로 184,35.81928449999999,128.7565763,179,0,17,2,0,1,0,정평,1824.276465796425,0,2,0,0,0,0,0,0
1,운송업,3,경산시 하양로33길 6,35.9184076,128.8235754,225,1,10,0,5,0,0,영남대,11115.902705954162,0,2,0,0,0,0,0,0
1,기타,0,경산시 김유신로 11,35.838313,128.7683732,345,0,10,0,0,1,1,영남대,1409.3455092452537,0,3,0,0,0,0,0,0
1,소매업,6,경산시 중앙로 39,35.8217788,128.7314661,128,2,10,9,0,1,2,정평,581.3478562488127,0,3,0,8,0,0,0,0
1,제조업,5,경산시 경산로 166,35.8232929,128.7273648,128,2,14,9,0,1,3,정평,898.061697889919,0,2,2,5,0,0,0,0
1,미용,2,경산시 백자로20길 14,35.81351739999999,128.7581066,140,0,21,2,0,1,2,정평,2217.556331992233,0,2,3,0,0,0,0,1
1,기타,0,경산시 경안로 89,35.8154664,128.7385267,158,1,10,6,0,1,3,정평,960.2170430166364,0,3,0,0,0,0,1,0
1,도매업,7,경산시 삼성현로15길 56,35.8259926,128.722371,99,2,16,2,0,0,1,정평,1362.2781646556775,0,2,2,6,0,0,0,0
1,운송업,3,경산시 선화로20길 25-1,35.8651855,128.7941037,511,0,4,0,0,0,0,영남대,4904.098706445155,0,0,0,0,0,0,0,0
1,음식점,1,경산시 화성로 5-18,35.8722931,128.7775997,243,0,7,0,0,0,0,영남대,4567.24075366491,0,0,0,0,0,0,0,0
1,운송업,3,경산시 장산로 319,35.8154807,128.7597132,164,0,17,2,0,1,2,정평,2241.315007552164,0,2,2,0,0,0,0,1
1,운송업,3,경산시 봉황길 72,35.8833698,128.8258914,520,0,4,0,0,0,1,영남대,8403.10156394219,0,1,0,0,0,0,0,0
1,미용,2,경산시 원효로28길 26,35.8198914,128.7506195,150,0,18,1,0,1,1,정평,1292.8858225191102,0,0,0,0,0,0,0,1
1,제조업,5,경산시 원효로 1266-25,35.7944553,128.8604121,93,0,8,0,0,0,0,영남대,10765.790924730403,0,0,0,0,0,0,0,0
1,소매업,6,경산시 대학로 967-2,35.8765694,128.8027653,538,0,6,0,0,0,0,영남대,6336.711295928856,0,0,0,0,0,0,0,0
1,소매업,6,경산시 공단로 459,35.8725496,128.8186191,648,0,8,1,0,0,2,영남대,7162.98705064998,0,1,1,0,0,0,0,0
1,기타,0,경산시 남천로 421-30,35.7627602,128.7276315,176,0,2,0,0,1,0,정평,6856.82562953783,0,2,0,0,0,0,0,0
1,교육,8,경산시 경청로222길 34,35.8024651,128.7440017,124,0,7,1,0,1,3,정평,2472.2096536578324,0,0,1,0,1,0,0,0
1,소매업,6,경산시 중앙로14길 14,35.821291,128.7345892,131,2,9,10,0,1,2,정평,390.489167389441,1,2,0,8,0,0,0,0
1,운송업,3,경산시 금호강변로 820,35.9055337,128.820763,172,0,4,0,5,0,0,영남대,9819.526431360484,0,0,0,0,0,0,0,1
1,운송업,3,경산시 남매로6길 20,35.8123018,128.7429243,144,0,7,3,0,1,3,정평,1401.370879910183,0,2,1,0,0,1,0,0
1,유흥주점,9,경산시 가마실길 48,35.9042328,128.8009826,82,0,9,0,0,0,0,영남대,8691.53666249082,0,1,0,0,1,0,0,0
1,음식점,1,경산시 용산길 96,35.7662364,128.8702573,14,0,0,0,0,0,0,영남대,13150.069931037677,0,0,0,0,0,0,0,0
1,기타,0,경산시 대구대로 222,35.89677,128.8469577,342,0,6,0,0,0,0,영남대,10817.296639896704,0,0,0,0,0,1,0,0
1,제조업,5,경산시 공단4로5길 20,35.8652194,128.8226223,694,0,3,0,0,0,0,영남대,7061.124939157264,0,0,0,0,0,0,0,0
1,제조업,5,경산시 공단8로 214,35.8752422,128.8348242,574,0,10,0,0,0,0,영남대,8561.62124771648,0,0,0,0,0,0,0,0
1,운송업,3,경산시 대학로298길 20-9,35.9115429,128.8263852,221,1,4,0,5,0,1,영남대,10657.255413199422,0,2,0,0,0,0,0,0
1,미용,2,경산시 원효로 1424-1,35.79267919999999,128.8758972,35,0,9,0,0,0,2,영남대,12120.774372498508,0,2,0,0,0,0,0,0
1,운송업,3,경산시 원효로3길 22,35.825596,128.7393995,134,2,9,8,6,1,0,정평,257.9301514463509,1,4,2,6,0,0,0,0
1,제조업,5,경산시 대왕로 76-10,35.7855452,128.8382257,148,0,5,0,0,0,0,영남대,9547.588487394694,0,1,0,0,0,0,0,0
1,운송업,3,경산시 하양로 383,35.9235122,128.8457829,225,0,6,1,0,0,0,영남대,12798.073363611242,0,0,0,0,0,0,0,0
1,유흥주점,9,경산시 대구대로 238,35.8968019,128.8489856,324,0,8,0,0,0,0,영남대,10963.781875899933,0,0,0,0,1,0,0,0
1,운송업,3,경산시 성암로12길 14,35.8222146,128.7238658,125,1,18,3,0,1,1,정평,1227.3990531222448,0,2,1,3,0,0,0,0
1,소매업,6,경산시 경안로 167-1,35.8225692,128.7372327,133,2,11,10,0,1,0,정평,165.2739068812525,1,5,1,8,0,0,0,0
1,제조업,5,경산시 성암로12길 23,35.8216116,128.7243859,126,1,16,3,0,1,1,정평,1194.4975868390543,0,2,1,2,0,0,0,0
1,기타,0,경산시 원효로32길 55,35.8153576,128.7513603,117,0,18,1,0,1,1,정평,1598.7602303809172,0,0,1,0,0,0,1,0
1,음식점,1,경산시 중앙초등길6길 24,35.8241015,128.7348136,130,2,8,9,0,1,1,정평,220.981022346195,1,4,2,11,0,0,0,0
1,기타,0,경산시 공단5로30길 20-1,35.8569105,128.8366817,604,0,5,0,0,0,0,영남대,7899.7066754764255,0,0,1,0,0,0,0,0
1,유흥주점,9,경산시 성암로21길 23,35.826573,128.7271407,125,2,10,6,0,1,1,정평,955.8847951113238,0,1,5,6,0,0,0,0
1,기타,0,경산시 봉황길 70-8,35.8826839,128.825532,525,0,4,0,0,0,1,영남대,8330.51769689071,0,1,0,0,0,0,0,0
1,기타,0,경산시 경안로39길 31,35.8234117,128.7342654,130,2,8,9,0,1,1,정평,279.83034487450243,1,4,2,10,0,0,0,0
1,음식점,1,경산시 펜타힐즈2로 41,35.827707,128.7190033,82,1,14,4,0,0,1,정평,1698.5117650322843,0,1,1,7,0,0,0,0
1,기타,0,경산시 펜타힐즈2로 60,35.8290539,128.7215163,97,1,13,4,0,0,1,정평,1526.6434165527846,0,3,2,5,0,0,0,0
1,음식점,1,경산시 백양로34길 2-10,35.8104245,128.7585338,112,0,19,2,0,1,3,정평,2446.463795484818,0,1,3,0,0,0,1,0
1,음식점,1,경산시 청운로 12,35.83672680000001,128.7525069,308,0,3,1,0,1,0,영남대,58.798144071250256,1,3,0,0,0,0,0,0
1,음식점,1,경산시 원효로40길 30,35.8168108,128.755748,144,0,27,2,0,1,1,정평,1854.3087655044465,0,2,1,0,0,0,0,1
1,소매업,6,경산시 경안로 135,35.8196746,128.7377177,135,1,10,8,0,1,0,정평,488.1965507079133,1,4,0,5,0,0,0,1
1,소매업,6,경산시 남매로 17,35.8127416,128.7404004,162,0,8,3,0,1,3,정평,1287.3860513413315,0,2,1,0,0,0,1,0
1,기타,0,경산시 진성로 51,35.8512925,128.8092399,720,0,4,0,0,0,0,영남대,5347.780353830744,0,0,0,0,0,0,0,0
1,교육,8,경산시 강변서로 17,35.8107927,128.7353409,171,0,11,2,0,1,2,정평,1482.092423609456,0,2,0,0,0,0,1,0
1,교육,8,경산시 대학로9길 15-7,35.8359548,128.727106,116,3,18,3,6,0,0,임당,1283.8642390084772,0,1,1,3,0,0,0,0
1,제조업,5,경산시 장산로 123,35.8186389,128.7386948,141,1,9,8,0,1,1,정평,615.1943271692276,0,3,0,4,0,0,0,1
1,음식점,1,경산시 일연로 80,35.820257,128.8229254,287,0,9,0,0,0,3,영남대,6569.080391570141,0,3,0,0,0,0,0,1
1,음식점,1,경산시 대학로 280,35.8330177,128.7532086,309,0,4,1,0,1,0,영남대,370.1876815309393,1,1,0,0,0,0,0,0
1,음식점,1,경산시 성암로13길 3-2,35.8237071,128.7230124,124,1,18,3,0,0,2,정평,1287.921461376538,0,2,1,2,0,0,0,0
1,기타,0,경산시 대경로 851,35.9180547,128.8311615,237,0,6,0,5,0,0,영남대,11491.642389593617,0,0,0,0,0,0,0,0
1,기타,0,경산시 화랑로57길 27-1,35.83852419999999,128.7604924,348,0,14,0,0,1,0,영남대,721.9369634370199,0,1,0,0,0,0,0,0
1,제조업,5,경산시 일연로 447-7,35.8482345,128.8028551,693,0,8,0,0,0,0,영남대,4696.474117570678,0,0,0,0,0,0,0,0
1,음식점,1,경산시 성암로 61,35.8236885,128.7241149,124,1,17,3,0,1,2,정평,1188.4146226993514,0,3,1,2,0,0,0,0
1,제조업,5,경산시 가야로67길 3-12,35.8504671,128.8009623,653,0,9,0,0,0,0,영남대,4610.727497405052,0,0,0,0,0,0,0,0
1,제조업,5,경산시 압독2로2길 5,35.8417725,128.7626578,347,0,21,0,0,1,2,영남대,1062.828729303223,0,2,0,0,0,0,0,0
1,기타,0,경산시 금송로 41,35.9169061,128.8177252,194,2,14,0,5,0,2,영남대,10681.738023939888,0,1,0,0,0,0,0,1
1,기타,0,경산시 백천길 27,35.804672,128.7423939,129,0,15,1,0,1,3,정평,2200.549563684576,0,0,1,0,1,0,0,0
1,기타,0,경산시 계남길 89-1,35.807815,128.8107891,346,0,2,0,0,0,0,영남대,6109.804808553586,0,0,0,0,0,0,0,0
1,소매업,6,경산시 백자로 119,35.8158939,128.7579229,156,0,19,2,0,1,2,정평,2075.5451712957843,0,2,1,0,0,0,0,1
1,제조업,5,경산시 옥산로 112,35.82524780000001,128.7242952,124,2,14,3,0,1,3,정평,1178.8089238496575,0,1,2,2,0,0,0,0
1,교육,8,경산시 경안로69길 8,35.8386318,128.7316899,117,1,10,3,6,0,0,임당,992.2863804784432,0,0,1,1,0,0,0,0
1,소매업,6,경산시 어봉지길 18,35.8096801,128.7876822,160,0,6,0,0,0,0,영남대,4312.680007333946,0,0,0,0,0,0,0,1
1,기타,0,경산시 성암로 19,35.8223756,128.7198004,87,0,19,2,0,0,2,정평,1588.6059091649963,0,1,1,1,0,0,0,0
1,운송업,3,경산시 삼풍로 13-7,35.8224473,128.7530202,193,0,11,1,0,1,0,정평,1435.4742297912155,0,0,0,0,0,0,0,0
1,미용,2,경산시 청운2로 99,35.844599,128.7577215,315,0,10,0,0,0,1,영남대,1011.45160506673,0,2,0,0,0,0,0,0
1,기타,0,경산시 봉황길 36,35.883516,128.8226108,501,0,8,0,0,0,1,영남대,8183.252995076071,0,1,0,0,0,0,0,0
1,기타,0,경산시 남천로 682-21,35.7830307,128.7259933,186,0,5,0,0,1,0,정평,4664.751220347568,0,0,0,0,0,1,0,0
1,기타,0,경산시 둥지로 30,35.8416262,128.7551394,319,0,11,0,0,1,0,영남대,617.8047319936671,0,2,1,0,0,0,0,0
