id,group_id,latitude,longitude,num_of_company,num_of_large,num_of_bus_stop,num_of_hospital,num_of_theather,num_of_camp,num_of_school,nearest_subway_name,nearest_subway_distance,num_of_subway,num_of_gvn_office,parks_within_500m,parking_lots_within_500m,industry_category,avg_sales_level
2789,1,35.91668,128.823615,228,1,12,0,1,0,0,영남대,10996.198596941873,0,2,0,0,음식점,2.54
2823,1,35.914251,128.822608,227,1,12,0,1,0,2,영남대,10724.658634850395,0,3,0,0,음식점,2.43
2816,1,35.917156,128.823415,223,1,13,0,1,0,0,영남대,11028.626092959594,0,2,0,0,음식점,2.58
2789,2,35.91668,128.823615,228,1,12,0,1,0,0,영남대,10996.198596941873,0,2,0,0,미용,1.0
2823,2,35.914251,128.822608,227,1,12,0,1,0,2,영남대,10724.658634850395,0,3,0,0,미용,1.0
2816,2,35.917156,128.823415,223,1,13,0,1,0,0,영남대,11028.626092959594,0,2,0,0,미용,1.0
2789,3,35.91668,128.823615,228,1,12,0,1,0,0,영남대,10996.198596941873,0,2,0,0,서비스,3.67
2823,3,35.914251,128.822608,227,1,12,0,1,0,2,영남대,10724.658634850395,0,3,0,0,서비스,4.5
2816,3,35.917156,128.823415,223,1,13,0,1,0,0,영남대,11028.626092959594,0,2,0,0,서비스,3.67
2789,4,35.91668,128.823615,228,1,12,0,1,0,0,영남대,10996.198596941873,0,2,0,0,소매업,3.81
2823,4,35.914251,128.822608,227,1,12,0,1,0,2,영남대,10724.658634850395,0,3,0,0,소매업,3.88
2816,4,35.917156,128.823415,223,1,13,0,1,0,0,영남대,11028.626092959594,0,2,0,0,소매업,3.71
2789,5,35.91668,128.823615,228,1,12,0,1,0,0,영남대,10996.198596941873,0,2,0,0,도매업,3.71
2823,5,35.914251,128.822608,227,1,12,0,1,0,2,영남대,10724.658634850395,0,3,0,0,도매업,4.12
2816,5,35.917156,128.823415,223,1,13,0,1,0,0,영남대,11028.626092959594,0,2,0,0,도매업,3.71
2789,6,35.91668,128.823615,228,1,12,0,1,0,0,영남대,10996.198596941873,0,2,0,0,교육,3.0
2823,6,35.914251,128.822608,227,1,12,0,1,0,2,영남대,10724.658634850395,0,3,0,0,교육,1.22
2816,6,35.917156,128.823415,223,1,13,0,1,0,0,영남대,11028.626092959594,0,2,0,0,교육,3.0
2789,7,35.91668,128.823615,228,1,12,0,1,0,0,영남대,10996.198596941873,0,2,0,0,유흥주점,2.0
2823,7,35.914251,128.822608,227,1,12,0,1,0,2,영남대,10724.658634850395,0,3,0,0,유흥주점,2.0
2816,7,35.917156,128.823415,223,1,13,0,1,0,0,영남대,11028.626092959594,0,2,0,0,유흥주점,2.0
2789,8,35.91668,128.823615,228,1,12,0,1,0,0,영남대,10996.198596941873,0,2,0,0,의료,5.9
2823,8,35.914251,128.822608,227,1,12,0,1,0,2,영남대,10724.658634850395,0,3,0,0,의료,5.39
2816,8,35.917156,128.823415,223,1,13,0,1,0,0,영남대,11028.626092959594,0,2,0,0,의료,5.29
2789,9,35.91668,128.823615,228,1,12,0,1,0,0,영남대,10996.198596941873,0,2,0,0,카페 및 베이커리,2.0
2823,9,35.914251,128.822608,227,1,12,0,1,0,2,영남대,10724.658634850395,0,3,0,0,카페 및 베이커리,2.0
2816,9,35.917156,128.823415,223,1,13,0,1,0,0,영남대,11028.626092959594,0,2,0,0,카페 및 베이커리,2.0
2774,10,35.914156,128.820695,215,1,14,0,1,0,2,영남대,10615.066432083388,0,3,0,0,음식점,2.45
2766,10,35.914196,128.819978,205,1,14,0,1,0,2,영남대,10581.285734031442,0,2,0,0,음식점,2.65
2809,10,35.914431,128.820564,213,1,13,0,1,0,2,영남대,10633.097783120093,0,3,0,0,음식점,2.42
2774,11,35.914156,128.820695,215,1,14,0,1,0,2,영남대,10615.066432083388,0,3,0,0,미용,1.0
2766,11,35.914196,128.819978,205,1,14,0,1,0,2,영남대,10581.285734031442,0,2,0,0,미용,1.4
2809,11,35.914431,128.820564,213,1,13,0,1,0,2,영남대,10633.097783120093,0,3,0,0,미용,1.0
2774,12,35.914156,128.820695,215,1,14,0,1,0,2,영남대,10615.066432083388,0,3,0,0,서비스,4.5
2766,12,35.914196,128.819978,205,1,14,0,1,0,2,영남대,10581.285734031442,0,2,0,0,서비스,4.5
2809,12,35.914431,128.820564,213,1,13,0,1,0,2,영남대,10633.097783120093,0,3,0,0,서비스,4.5
2774,13,35.914156,128.820695,215,1,14,0,1,0,2,영남대,10615.066432083388,0,3,0,0,소매업,3.92
2766,13,35.914196,128.819978,205,1,14,0,1,0,2,영남대,10581.285734031442,0,2,0,0,소매업,3.98
2809,13,35.914431,128.820564,213,1,13,0,1,0,2,영남대,10633.097783120093,0,3,0,0,소매업,3.95
2774,14,35.914156,128.820695,215,1,14,0,1,0,2,영남대,10615.066432083388,0,3,0,0,도매업,4.1
2766,14,35.914196,128.819978,205,1,14,0,1,0,2,영남대,10581.285734031442,0,2,0,0,도매업,4.11
2809,14,35.914431,128.820564,213,1,13,0,1,0,2,영남대,10633.097783120093,0,3,0,0,도매업,4.1
2774,15,35.914156,128.820695,215,1,14,0,1,0,2,영남대,10615.066432083388,0,3,0,0,교육,1.38
2766,15,35.914196,128.819978,205,1,14,0,1,0,2,영남대,10581.285734031442,0,2,0,0,교육,1.6
2809,15,35.914431,128.820564,213,1,13,0,1,0,2,영남대,10633.097783120093,0,3,0,0,교육,1.5
2774,16,35.914156,128.820695,215,1,14,0,1,0,2,영남대,10615.066432083388,0,3,0,0,유흥주점,2.25
2766,16,35.914196,128.819978,205,1,14,0,1,0,2,영남대,10581.285734031442,0,2,0,0,유흥주점,2.62
2809,16,35.914431,128.820564,213,1,13,0,1,0,2,영남대,10633.097783120093,0,3,0,0,유흥주점,2.25
2774,17,35.914156,128.820695,215,1,14,0,1,0,2,영남대,10615.066432083388,0,3,0,0,의료,5.39
2766,17,35.914196,128.819978,205,1,14,0,1,0,2,영남대,10581.285734031442,0,2,0,0,의료,5.39
2809,17,35.914431,128.820564,213,1,13,0,1,0,2,영남대,10633.097783120093,0,3,0,0,의료,5.39
2774,18,35.914156,128.820695,215,1,14,0,1,0,2,영남대,10615.066432083388,0,3,0,0,카페 및 베이커리,2.0
2766,18,35.914196,128.819978,205,1,14,0,1,0,2,영남대,10581.285734031442,0,2,0,0,카페 및 베이커리,2.0
2809,18,35.914431,128.820564,213,1,13,0,1,0,2,영남대,10633.097783120093,0,3,0,0,카페 및 베이커리,2.0
2727,19,35.900954,128.823904,218,0,9,0,0,0,1,영남대,9651.152782662404,0,0,0,0,음식점,4.25
2730,19,35.902677,128.825097,209,0,9,0,0,0,1,영남대,9865.474959041863,0,0,0,0,음식점,4.57
2742,19,35.897964,128.826046,275,0,12,0,0,0,1,영남대,9540.475226042176,0,0,0,0,음식점,5.0
2727,20,35.900954,128.823904,218,0,9,0,0,0,1,영남대,9651.152782662404,0,0,0,0,미용,1.0
2730,20,35.902677,128.825097,209,0,9,0,0,0,1,영남대,9865.474959041863,0,0,0,0,미용,1.0
2742,20,35.897964,128.826046,275,0,12,0,0,0,1,영남대,9540.475226042176,0,0,0,0,미용,1.0
2727,21,35.900954,128.823904,218,0,9,0,0,0,1,영남대,9651.152782662404,0,0,0,0,소매업,2.6
2730,21,35.902677,128.825097,209,0,9,0,0,0,1,영남대,9865.474959041863,0,0,0,0,소매업,3.0
2742,21,35.897964,128.826046,275,0,12,0,0,0,1,영남대,9540.475226042176,0,0,0,0,소매업,2.4
2858,22,35.917485,128.803988,96,1,6,0,0,0,0,영남대,10144.450022167954,0,0,0,0,음식점,2.5
2880,22,35.916882,128.803138,90,1,4,0,0,0,0,영남대,10049.89772031832,0,0,0,0,음식점,2.5
2892,22,35.917469,128.803504,96,1,6,0,0,0,0,영남대,10122.92791806524,0,0,0,0,음식점,2.5
2776,23,35.912792,128.818595,199,1,15,0,1,0,1,영남대,10382.046980649531,0,1,0,0,음식점,2.79
2808,23,35.91312,128.819521,202,1,17,0,1,0,2,영남대,10459.980463169948,0,1,0,0,음식점,2.71
2786,23,35.91261,128.820999,208,1,13,0,1,0,2,영남대,10491.96050628194,0,2,0,0,음식점,2.62
2776,24,35.912792,128.818595,199,1,15,0,1,0,1,영남대,10382.046980649531,0,1,0,0,미용,1.33
2808,24,35.91312,128.819521,202,1,17,0,1,0,2,영남대,10459.980463169948,0,1,0,0,미용,1.33
2786,24,35.91261,128.820999,208,1,13,0,1,0,2,영남대,10491.96050628194,0,2,0,0,미용,1.33
2776,25,35.912792,128.818595,199,1,15,0,1,0,1,영남대,10382.046980649531,0,1,0,0,서비스,3.2
2808,25,35.91312,128.819521,202,1,17,0,1,0,2,영남대,10459.980463169948,0,1,0,0,서비스,4.5
2786,25,35.91261,128.820999,208,1,13,0,1,0,2,영남대,10491.96050628194,0,2,0,0,서비스,4.5
2776,26,35.912792,128.818595,199,1,15,0,1,0,1,영남대,10382.046980649531,0,1,0,0,소매업,3.97
2808,26,35.91312,128.819521,202,1,17,0,1,0,2,영남대,10459.980463169948,0,1,0,0,소매업,3.91
2786,26,35.91261,128.820999,208,1,13,0,1,0,2,영남대,10491.96050628194,0,2,0,0,소매업,3.89
2776,27,35.912792,128.818595,199,1,15,0,1,0,1,영남대,10382.046980649531,0,1,0,0,도매업,4.17
2808,27,35.91312,128.819521,202,1,17,0,1,0,2,영남대,10459.980463169948,0,1,0,0,도매업,3.86
2786,27,35.91261,128.820999,208,1,13,0,1,0,2,영남대,10491.96050628194,0,2,0,0,도매업,4.14
2776,28,35.912792,128.818595,199,1,15,0,1,0,1,영남대,10382.046980649531,0,1,0,0,교육,1.25
2808,28,35.91312,128.819521,202,1,17,0,1,0,2,영남대,10459.980463169948,0,1,0,0,교육,1.2
2786,28,35.91261,128.820999,208,1,13,0,1,0,2,영남대,10491.96050628194,0,2,0,0,교육,1.27
2776,29,35.912792,128.818595,199,1,15,0,1,0,1,영남대,10382.046980649531,0,1,0,0,유흥주점,2.62
2808,29,35.91312,128.819521,202,1,17,0,1,0,2,영남대,10459.980463169948,0,1,0,0,유흥주점,2.62
2786,29,35.91261,128.820999,208,1,13,0,1,0,2,영남대,10491.96050628194,0,2,0,0,유흥주점,2.62
2776,30,35.912792,128.818595,199,1,15,0,1,0,1,영남대,10382.046980649531,0,1,0,0,의료,5.47
2808,30,35.91312,128.819521,202,1,17,0,1,0,2,영남대,10459.980463169948,0,1,0,0,의료,5.47
2786,30,35.91261,128.820999,208,1,13,0,1,0,2,영남대,10491.96050628194,0,2,0,0,의료,5.42
2776,31,35.912792,128.818595,199,1,15,0,1,0,1,영남대,10382.046980649531,0,1,0,0,카페 및 베이커리,2.0
2808,31,35.91312,128.819521,202,1,17,0,1,0,2,영남대,10459.980463169948,0,1,0,0,카페 및 베이커리,2.0
2786,31,35.91261,128.820999,208,1,13,0,1,0,2,영남대,10491.96050628194,0,2,0,0,카페 및 베이커리,2.0
2786,32,35.91261,128.820999,208,1,13,0,1,0,2,영남대,10491.96050628194,0,2,0,0,음식점,2.62
2795,32,35.909597,128.821586,194,1,11,0,1,0,2,영남대,10255.951585150711,0,1,0,0,음식점,2.79
2830,32,35.909686,128.82203,193,1,8,0,1,0,2,영남대,10288.199427521618,0,1,0,0,음식점,2.63
2786,33,35.91261,128.820999,208,1,13,0,1,0,2,영남대,10491.96050628194,0,2,0,0,미용,1.33
2795,33,35.909597,128.821586,194,1,11,0,1,0,2,영남대,10255.951585150711,0,1,0,0,미용,1.0
2830,33,35.909686,128.82203,193,1,8,0,1,0,2,영남대,10288.199427521618,0,1,0,0,미용,1.0
2786,34,35.91261,128.820999,208,1,13,0,1,0,2,영남대,10491.96050628194,0,2,0,0,서비스,4.5
2795,34,35.909597,128.821586,194,1,11,0,1,0,2,영남대,10255.951585150711,0,1,0,0,서비스,1.5
2830,34,35.909686,128.82203,193,1,8,0,1,0,2,영남대,10288.199427521618,0,1,0,0,서비스,1.5
2786,35,35.91261,128.820999,208,1,13,0,1,0,2,영남대,10491.96050628194,0,2,0,0,소매업,3.89
2795,35,35.909597,128.821586,194,1,11,0,1,0,2,영남대,10255.951585150711,0,1,0,0,소매업,3.97
2830,35,35.909686,128.82203,193,1,8,0,1,0,2,영남대,10288.199427521618,0,1,0,0,소매업,3.85
2786,36,35.91261,128.820999,208,1,13,0,1,0,2,영남대,10491.96050628194,0,2,0,0,도매업,4.14
2795,36,35.909597,128.821586,194,1,11,0,1,0,2,영남대,10255.951585150711,0,1,0,0,도매업,4.0
2830,36,35.909686,128.82203,193,1,8,0,1,0,2,영남대,10288.199427521618,0,1,0,0,도매업,4.0
2786,37,35.91261,128.820999,208,1,13,0,1,0,2,영남대,10491.96050628194,0,2,0,0,교육,1.27
2795,37,35.909597,128.821586,194,1,11,0,1,0,2,영남대,10255.951585150711,0,1,0,0,교육,1.1
2830,37,35.909686,128.82203,193,1,8,0,1,0,2,영남대,10288.199427521618,0,1,0,0,교육,1.1
2786,38,35.91261,128.820999,208,1,13,0,1,0,2,영남대,10491.96050628194,0,2,0,0,유흥주점,2.62
2795,38,35.909597,128.821586,194,1,11,0,1,0,2,영남대,10255.951585150711,0,1,0,0,유흥주점,2.83
2830,38,35.909686,128.82203,193,1,8,0,1,0,2,영남대,10288.199427521618,0,1,0,0,유흥주점,2.8
2786,39,35.91261,128.820999,208,1,13,0,1,0,2,영남대,10491.96050628194,0,2,0,0,의료,5.42
2795,39,35.909597,128.821586,194,1,11,0,1,0,2,영남대,10255.951585150711,0,1,0,0,의료,4.6
2830,39,35.909686,128.82203,193,1,8,0,1,0,2,영남대,10288.199427521618,0,1,0,0,의료,5.0
2787,40,35.91932,128.820234,209,1,10,0,1,0,2,영남대,11063.728812570653,0,0,0,0,음식점,1.88
2759,40,35.918102,128.819797,201,1,11,0,1,0,2,영남대,10929.385204476775,0,0,0,0,음식점,1.94
2755,40,35.918233,128.819087,198,2,10,0,1,0,2,영남대,10906.0123784636,0,0,0,0,음식점,1.91
2787,41,35.91932,128.820234,209,1,10,0,1,0,2,영남대,11063.728812570653,0,0,0,0,미용,1.0
2759,41,35.918102,128.819797,201,1,11,0,1,0,2,영남대,10929.385204476775,0,0,0,0,미용,1.0
2755,41,35.918233,128.819087,198,2,10,0,1,0,2,영남대,10906.0123784636,0,0,0,0,미용,1.0
2787,42,35.91932,128.820234,209,1,10,0,1,0,2,영남대,11063.728812570653,0,0,0,0,소매업,3.14
2759,42,35.918102,128.819797,201,1,11,0,1,0,2,영남대,10929.385204476775,0,0,0,0,소매업,3.62
2755,42,35.918233,128.819087,198,2,10,0,1,0,2,영남대,10906.0123784636,0,0,0,0,소매업,3.46
2787,43,35.91932,128.820234,209,1,10,0,1,0,2,영남대,11063.728812570653,0,0,0,0,도매업,3.83
2759,43,35.918102,128.819797,201,1,11,0,1,0,2,영남대,10929.385204476775,0,0,0,0,도매업,3.83
2755,43,35.918233,128.819087,198,2,10,0,1,0,2,영남대,10906.0123784636,0,0,0,0,도매업,3.64
2787,44,35.91932,128.820234,209,1,10,0,1,0,2,영남대,11063.728812570653,0,0,0,0,유흥주점,1.0
2759,44,35.918102,128.819797,201,1,11,0,1,0,2,영남대,10929.385204476775,0,0,0,0,유흥주점,1.0
2755,44,35.918233,128.819087,198,2,10,0,1,0,2,영남대,10906.0123784636,0,0,0,0,유흥주점,1.0
2787,45,35.91932,128.820234,209,1,10,0,1,0,2,영남대,11063.728812570653,0,0,0,0,의료,4.0
2759,45,35.918102,128.819797,201,1,11,0,1,0,2,영남대,10929.385204476775,0,0,0,0,의료,6.0
2755,45,35.918233,128.819087,198,2,10,0,1,0,2,영남대,10906.0123784636,0,0,0,0,의료,6.3
2763,46,35.911548,128.826396,221,1,3,0,1,0,1,영남대,10693.98845059832,0,2,0,0,음식점,2.69
2783,46,35.911444,128.825473,217,1,5,0,1,0,1,영남대,10633.144466650036,0,2,0,0,음식점,2.62
2815,46,35.912064,128.825432,220,1,6,0,1,0,1,영남대,10684.94092642059,0,2,0,0,음식점,2.64
2763,47,35.911548,128.826396,221,1,3,0,1,0,1,영남대,10693.98845059832,0,2,0,0,서비스,2.0
2783,47,35.911444,128.825473,217,1,5,0,1,0,1,영남대,10633.144466650036,0,2,0,0,서비스,5.0
2815,47,35.912064,128.825432,220,1,6,0,1,0,1,영남대,10684.94092642059,0,2,0,0,서비스,3.67
2763,48,35.911548,128.826396,221,1,3,0,1,0,1,영남대,10693.98845059832,0,2,0,0,소매업,4.43
2783,48,35.911444,128.825473,217,1,5,0,1,0,1,영남대,10633.144466650036,0,2,0,0,소매업,4.44
2815,48,35.912064,128.825432,220,1,6,0,1,0,1,영남대,10684.94092642059,0,2,0,0,소매업,4.07
2763,49,35.911548,128.826396,221,1,3,0,1,0,1,영남대,10693.98845059832,0,2,0,0,도매업,3.33
2783,49,35.911444,128.825473,217,1,5,0,1,0,1,영남대,10633.144466650036,0,2,0,0,도매업,3.33
2815,49,35.912064,128.825432,220,1,6,0,1,0,1,영남대,10684.94092642059,0,2,0,0,도매업,3.33
2763,50,35.911548,128.826396,221,1,3,0,1,0,1,영남대,10693.98845059832,0,2,0,0,교육,1.29
2783,50,35.911444,128.825473,217,1,5,0,1,0,1,영남대,10633.144466650036,0,2,0,0,교육,1.25
2815,50,35.912064,128.825432,220,1,6,0,1,0,1,영남대,10684.94092642059,0,2,0,0,교육,1.25
2763,51,35.911548,128.826396,221,1,3,0,1,0,1,영남대,10693.98845059832,0,2,0,0,의료,5.0
2783,51,35.911444,128.825473,217,1,5,0,1,0,1,영남대,10633.144466650036,0,2,0,0,의료,4.33
2815,51,35.912064,128.825432,220,1,6,0,1,0,1,영남대,10684.94092642059,0,2,0,0,의료,4.25
2830,52,35.909686,128.82203,193,1,8,0,1,0,2,영남대,10288.199427521618,0,1,0,0,음식점,2.63
2795,52,35.909597,128.821586,194,1,11,0,1,0,2,영남대,10255.951585150711,0,1,0,0,음식점,2.79
2804,52,35.91146,128.824779,216,1,5,0,1,0,2,영남대,10595.838119470383,0,2,0,0,음식점,2.64
2830,53,35.909686,128.82203,193,1,8,0,1,0,2,영남대,10288.199427521618,0,1,0,0,서비스,1.5
2795,53,35.909597,128.821586,194,1,11,0,1,0,2,영남대,10255.951585150711,0,1,0,0,서비스,1.5
2804,53,35.91146,128.824779,216,1,5,0,1,0,2,영남대,10595.838119470383,0,2,0,0,서비스,3.67
2830,54,35.909686,128.82203,193,1,8,0,1,0,2,영남대,10288.199427521618,0,1,0,0,소매업,3.85
2795,54,35.909597,128.821586,194,1,11,0,1,0,2,영남대,10255.951585150711,0,1,0,0,소매업,3.97
2804,54,35.91146,128.824779,216,1,5,0,1,0,2,영남대,10595.838119470383,0,2,0,0,소매업,3.97
2830,55,35.909686,128.82203,193,1,8,0,1,0,2,영남대,10288.199427521618,0,1,0,0,도매업,4.0
2795,55,35.909597,128.821586,194,1,11,0,1,0,2,영남대,10255.951585150711,0,1,0,0,도매업,4.0
2804,55,35.91146,128.824779,216,1,5,0,1,0,2,영남대,10595.838119470383,0,2,0,0,도매업,4.0
2830,56,35.909686,128.82203,193,1,8,0,1,0,2,영남대,10288.199427521618,0,1,0,0,교육,1.1
2795,56,35.909597,128.821586,194,1,11,0,1,0,2,영남대,10255.951585150711,0,1,0,0,교육,1.1
2804,56,35.91146,128.824779,216,1,5,0,1,0,2,영남대,10595.838119470383,0,2,0,0,교육,1.25
2830,57,35.909686,128.82203,193,1,8,0,1,0,2,영남대,10288.199427521618,0,1,0,0,유흥주점,2.8
2795,57,35.909597,128.821586,194,1,11,0,1,0,2,영남대,10255.951585150711,0,1,0,0,유흥주점,2.83
2804,57,35.91146,128.824779,216,1,5,0,1,0,2,영남대,10595.838119470383,0,2,0,0,유흥주점,3.0
2830,58,35.909686,128.82203,193,1,8,0,1,0,2,영남대,10288.199427521618,0,1,0,0,의료,5.0
2795,58,35.909597,128.821586,194,1,11,0,1,0,2,영남대,10255.951585150711,0,1,0,0,의료,4.6
2804,58,35.91146,128.824779,216,1,5,0,1,0,2,영남대,10595.838119470383,0,2,0,0,의료,4.33
2754,59,35.91818,128.818972,198,2,11,0,1,0,2,영남대,10895.385314412271,0,0,0,0,음식점,1.91
2755,59,35.918233,128.819087,198,2,10,0,1,0,2,영남대,10906.0123784636,0,0,0,0,음식점,1.91
2759,59,35.918102,128.819797,201,1,11,0,1,0,2,영남대,10929.385204476775,0,0,0,0,음식점,1.94
2754,60,35.91818,128.818972,198,2,11,0,1,0,2,영남대,10895.385314412271,0,0,0,0,미용,1.0
2755,60,35.918233,128.819087,198,2,10,0,1,0,2,영남대,10906.0123784636,0,0,0,0,미용,1.0
2759,60,35.918102,128.819797,201,1,11,0,1,0,2,영남대,10929.385204476775,0,0,0,0,미용,1.0
2754,61,35.91818,128.818972,198,2,11,0,1,0,2,영남대,10895.385314412271,0,0,0,0,소매업,3.46
2755,61,35.918233,128.819087,198,2,10,0,1,0,2,영남대,10906.0123784636,0,0,0,0,소매업,3.46
2759,61,35.918102,128.819797,201,1,11,0,1,0,2,영남대,10929.385204476775,0,0,0,0,소매업,3.62
2754,62,35.91818,128.818972,198,2,11,0,1,0,2,영남대,10895.385314412271,0,0,0,0,도매업,3.64
2755,62,35.918233,128.819087,198,2,10,0,1,0,2,영남대,10906.0123784636,0,0,0,0,도매업,3.64
2759,62,35.918102,128.819797,201,1,11,0,1,0,2,영남대,10929.385204476775,0,0,0,0,도매업,3.83
2754,63,35.91818,128.818972,198,2,11,0,1,0,2,영남대,10895.385314412271,0,0,0,0,유흥주점,1.0
2755,63,35.918233,128.819087,198,2,10,0,1,0,2,영남대,10906.0123784636,0,0,0,0,유흥주점,1.0
2759,63,35.918102,128.819797,201,1,11,0,1,0,2,영남대,10929.385204476775,0,0,0,0,유흥주점,1.0
2754,64,35.91818,128.818972,198,2,11,0,1,0,2,영남대,10895.385314412271,0,0,0,0,의료,6.3
2755,64,35.918233,128.819087,198,2,10,0,1,0,2,영남대,10906.0123784636,0,0,0,0,의료,6.3
2759,64,35.918102,128.819797,201,1,11,0,1,0,2,영남대,10929.385204476775,0,0,0,0,의료,6.0
2830,65,35.909686,128.82203,193,1,8,0,1,0,2,영남대,10288.199427521618,0,1,0,0,음식점,2.63
2795,65,35.909597,128.821586,194,1,11,0,1,0,2,영남대,10255.951585150711,0,1,0,0,음식점,2.79
2779,65,35.909297,128.819512,186,1,11,0,1,0,2,영남대,10116.476375455955,0,1,0,0,음식점,3.02
2830,66,35.909686,128.82203,193,1,8,0,1,0,2,영남대,10288.199427521618,0,1,0,0,미용,1.0
2795,66,35.909597,128.821586,194,1,11,0,1,0,2,영남대,10255.951585150711,0,1,0,0,미용,1.0
2779,66,35.909297,128.819512,186,1,11,0,1,0,2,영남대,10116.476375455955,0,1,0,0,미용,1.5
2830,67,35.909686,128.82203,193,1,8,0,1,0,2,영남대,10288.199427521618,0,1,0,0,서비스,1.5
2795,67,35.909597,128.821586,194,1,11,0,1,0,2,영남대,10255.951585150711,0,1,0,0,서비스,1.5
2779,67,35.909297,128.819512,186,1,11,0,1,0,2,영남대,10116.476375455955,0,1,0,0,서비스,4.33
2830,68,35.909686,128.82203,193,1,8,0,1,0,2,영남대,10288.199427521618,0,1,0,0,소매업,3.85
2795,68,35.909597,128.821586,194,1,11,0,1,0,2,영남대,10255.951585150711,0,1,0,0,소매업,3.97
2779,68,35.909297,128.819512,186,1,11,0,1,0,2,영남대,10116.476375455955,0,1,0,0,소매업,4.3
2830,69,35.909686,128.82203,193,1,8,0,1,0,2,영남대,10288.199427521618,0,1,0,0,도매업,4.0
2795,69,35.909597,128.821586,194,1,11,0,1,0,2,영남대,10255.951585150711,0,1,0,0,도매업,4.0
2779,69,35.909297,128.819512,186,1,11,0,1,0,2,영남대,10116.476375455955,0,1,0,0,도매업,4.0
2830,70,35.909686,128.82203,193,1,8,0,1,0,2,영남대,10288.199427521618,0,1,0,0,교육,1.1
2795,70,35.909597,128.821586,194,1,11,0,1,0,2,영남대,10255.951585150711,0,1,0,0,교육,1.1
2779,70,35.909297,128.819512,186,1,11,0,1,0,2,영남대,10116.476375455955,0,1,0,0,교육,1.25
2830,71,35.909686,128.82203,193,1,8,0,1,0,2,영남대,10288.199427521618,0,1,0,0,유흥주점,2.8
2795,71,35.909597,128.821586,194,1,11,0,1,0,2,영남대,10255.951585150711,0,1,0,0,유흥주점,2.83
2779,71,35.909297,128.819512,186,1,11,0,1,0,2,영남대,10116.476375455955,0,1,0,0,유흥주점,2.62
2830,72,35.909686,128.82203,193,1,8,0,1,0,2,영남대,10288.199427521618,0,1,0,0,의료,5.0
2795,72,35.909597,128.821586,194,1,11,0,1,0,2,영남대,10255.951585150711,0,1,0,0,의료,4.6
2779,72,35.909297,128.819512,186,1,11,0,1,0,2,영남대,10116.476375455955,0,1,0,0,의료,4.71
2783,73,35.911444,128.825473,217,1,5,0,1,0,1,영남대,10633.144466650036,0,2,0,0,음식점,2.62
2830,73,35.909686,128.82203,193,1,8,0,1,0,2,영남대,10288.199427521618,0,1,0,0,음식점,2.63
2804,73,35.91146,128.824779,216,1,5,0,1,0,2,영남대,10595.838119470383,0,2,0,0,음식점,2.64
2783,74,35.911444,128.825473,217,1,5,0,1,0,1,영남대,10633.144466650036,0,2,0,0,서비스,5.0
2830,74,35.909686,128.82203,193,1,8,0,1,0,2,영남대,10288.199427521618,0,1,0,0,서비스,1.5
2804,74,35.91146,128.824779,216,1,5,0,1,0,2,영남대,10595.838119470383,0,2,0,0,서비스,3.67
2783,75,35.911444,128.825473,217,1,5,0,1,0,1,영남대,10633.144466650036,0,2,0,0,소매업,4.44
2830,75,35.909686,128.82203,193,1,8,0,1,0,2,영남대,10288.199427521618,0,1,0,0,소매업,3.85
2804,75,35.91146,128.824779,216,1,5,0,1,0,2,영남대,10595.838119470383,0,2,0,0,소매업,3.97
2783,76,35.911444,128.825473,217,1,5,0,1,0,1,영남대,10633.144466650036,0,2,0,0,도매업,3.33
2830,76,35.909686,128.82203,193,1,8,0,1,0,2,영남대,10288.199427521618,0,1,0,0,도매업,4.0
2804,76,35.91146,128.824779,216,1,5,0,1,0,2,영남대,10595.838119470383,0,2,0,0,도매업,4.0
2783,77,35.911444,128.825473,217,1,5,0,1,0,1,영남대,10633.144466650036,0,2,0,0,교육,1.25
2830,77,35.909686,128.82203,193,1,8,0,1,0,2,영남대,10288.199427521618,0,1,0,0,교육,1.1
2804,77,35.91146,128.824779,216,1,5,0,1,0,2,영남대,10595.838119470383,0,2,0,0,교육,1.25
2783,78,35.911444,128.825473,217,1,5,0,1,0,1,영남대,10633.144466650036,0,2,0,0,유흥주점,3.0
2830,78,35.909686,128.82203,193,1,8,0,1,0,2,영남대,10288.199427521618,0,1,0,0,유흥주점,2.8
2804,78,35.91146,128.824779,216,1,5,0,1,0,2,영남대,10595.838119470383,0,2,0,0,유흥주점,3.0
2783,79,35.911444,128.825473,217,1,5,0,1,0,1,영남대,10633.144466650036,0,2,0,0,의료,4.33
2830,79,35.909686,128.82203,193,1,8,0,1,0,2,영남대,10288.199427521618,0,1,0,0,의료,5.0
2804,79,35.91146,128.824779,216,1,5,0,1,0,2,영남대,10595.838119470383,0,2,0,0,의료,4.33
2810,80,35.912973,128.817826,182,1,16,0,1,0,1,영남대,10358.80742765456,0,2,0,0,음식점,2.83
2776,80,35.912792,128.818595,199,1,15,0,1,0,1,영남대,10382.046980649531,0,1,0,0,음식점,2.79
2775,80,35.91208,128.816928,173,1,17,0,1,0,1,영남대,10231.205316547614,0,2,0,0,음식점,2.84
2810,81,35.912973,128.817826,182,1,16,0,1,0,1,영남대,10358.80742765456,0,2,0,0,미용,1.33
2776,81,35.912792,128.818595,199,1,15,0,1,0,1,영남대,10382.046980649531,0,1,0,0,미용,1.33
